"Task/Initiative","Sponsor","Owner","Region","Category","Priority","Initiative Name","Description","Status","% Complete","Completed Actions","Next Action","Blockers","Start Date","Target Completion","Revised Completion","Actual Completion","Forecasted Cost","Realized Cost","Forecasted Revenue Impact","Realized Revenue To Date","Forecasted EBITDA Impact","Realized EBITDA To Date","Benefit Start Date","Project Link","Last Updated By","Approval status","ID","Created By","Modified By"
"Initiative","Nick Zager","Ruchita Bhagat","All Facilities","BOD","3","Vendor Invoice Scanning IQMS","Received pricing from 3 vendors.  Follow-up questions on pricing and system requirements are being investigated.  Cost ranges from $5-7K per month depending on functionality.
No progress from last month.  Will pick up after financial audit work is complete.","On Track","50%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=17"">View Entries</a>",,"0","12/31/2025","6/30/2026",,,,,,,,,,,"Ruchita Bhagat","0","17","Chad Abrahamson","Chad Abrahamson"
"Initiative","Nick Zager","Ruchita Bhagat","All Facilities","BOD","2","Drive DSO down to target level","Collection focus for all finance team since December.  Past due AR has dropped $3.4M.  Still opportunity with past due as total past due is currently at $6.9M.
WQ and Bakers Waste on payment plans both on target.
Ahead of reduction target in budget","On Track","50%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=18"">View Entries</a>",,"0","12/31/2025","10/1/2025",,,,,,,,,,,"Ruchita Bhagat","0","18","Chad Abrahamson","Chad Abrahamson"
"Initiative","Nick Zager","Heather Monaco","All Facilities","BOD","2","Margin and Inventory Reporting Improvement","Develop plan to improve standard setting processes in the business. Monitor and hold business accountable to the process.  Will be picked up by new cost acctg manager.
Align reporting to business needs.","On Track","25%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=19"">View Entries</a>",,"0","12/31/2025","10/1/2025",,,,,,,,,,,"Don Gleason","0","19","Chad Abrahamson","Chad Abrahamson"
"Initiative","Brian Beth","Nick Zager","All Facilities","BOD","3","Organizational Development and Succession Planning","Build a stronger, smarter, strategic thinking organization. Need a plan on how to setup succession planning for IEG.
HR Team focused on better recruiting tactics.  
Reset priorities for Jen and Vianey to ensure recruiting is top priority for quality candidates.
Working on HR metrics that focus on recruiting, turnover, and absences.","On Track","0%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=20"">View Entries</a>",,"0","12/31/2025","12/31/2026",,,,,,,,,,,"Michael Moore","0","20","Chad Abrahamson","Chad Abrahamson"
"Initiative","Nick Zager","Katie Follman","All Facilities","BOD","1","Support & assist in developing an IEG Safety Culture","Safety Manual compliant for Avetta for IEG Services.   Dissecting Safety Manual in HR Update call and assigning ""homework"" to each site leader to get their location compliant with the manual.  This is ongoing and should be completed by Q4. Safety Committeess established at all locations for IEG Services
Setup additional Compliance Training for Service
Contracted with Safety Services to launch IEG's ISN account; target completion 11/1","On Track","50%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=21"">View Entries</a>",,"0","12/31/2025","9/1/2026",,,,,,,,,,,"Katie Follman","0","21","Chad Abrahamson","Chad Abrahamson"
"Initiative","Joe Stodola","Chad Abrahamson","All Facilities","BOD","1","IT Leadership Transition Plan","EMEA candidate, Jeremy, Onboarded
NA Candidates, In Process","Completed","100%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=22"">View Entries</a>","Day 1 4/16","0","9/1/2025","2/27/2026",,"4/16/2026",,,,,,,,,"Chad Abrahamson","0","22","Chad Abrahamson","Chad Abrahamson"
"Initiative","Nick Zager","Katie Follman","All Facilities","BOD","2","Develop HR into a proactive talent oriented & retention organization","Resources for leadership development training have  been identified and presented on an as-needed basis.  Currently tracking Turnover, and other metrics at each location monthly.  Working on format on how to communicate with org.
Provide compliance training to all EE's
Provide Leadership Training to new & emerging leaders
Identify and setup additional resources for development
Identify and drive turnover metrics
Working on improving time to fill vacant positions including communication to the org. Need better engagement from hiring manager to drive down the time to fill.
Developing policy on tuition reimbursement program for org.","On Track","50%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=23"">View Entries</a>",,"0","12/31/2025","12/31/2026",,,,,,,,,,,"Katie Follman","0","23","Chad Abrahamson","Chad Abrahamson"
"Initiative","Brian Beth","Mike Deckard","Midland","BOD","2","Midland SolidWorks Linked to BOMs","Guy and team have done a product review with Solid Works team. Will starting a test period in February to work in proposed software for final evaluation. We have a quote with details to share with Ty.","Behind","75%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=24"">View Entries</a>",,"0","12/31/2025","6/30/2025","4/3/2026",,,,,,,,,,"Mike Deckard","0","24","Chad Abrahamson","Chad Abrahamson"
"Initiative","Brian Beth","Paul Reidy","Midland","BOD","2","Chute Service","Service for Chutes Project Plan.  -","Behind","25%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=25"">View Entries</a>","Asking Guy to coordinate west coast training with David Deason and an upcoming wire tier training.","0","11/1/2025","3/1/2026",,,,,,,,,,,"Paul Reidy","0","25","Chad Abrahamson","Paul Reidy"
"Task","Brian Beth","Paul Reidy","Elgin, IL","BOD","2","Service Support","Scheduling call etiquette training for SCs and PCs in December.  - Building out inbound conversion dashboard for calls/forms
 - Built CRA portal - working through price books on additional parts.
 - There are over 900 unique parts we still need to bring over from the old WOR ecommerce site into IEG's ecommerce site/catalog
 - Draft of Service centers, tech map to be completed this week.","Completed","50%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=26"">View Entries</a>",,"0","12/31/2025","12/31/2025",,,,,,,,,,,"Paul Reidy","0","26","Chad Abrahamson","Paul Reidy"
"Initiative","Brian Beth","Paul Reidy","Elgin, IL","BOD","1","Environmental Waste Support","Evaluating walk-in experience at Pasadena.  ","On Track","25%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=27"">View Entries</a>",,"0","4/1/2026","6/1/2026",,,,,,,,,,,"Paul Reidy","0","27","Chad Abrahamson","Paul Reidy"
"Task","Brian Beth","Paul Reidy","Elgin, IL","BOD","3","Trade Shows Events","Closing out 2025, budgeting for 2026.  - We will particpate in the off year Waste Expo event (Waste Summit)
 - Budgeting for one or two IEG hosted events, yet to be defined.  ","On Track","50%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=28"">View Entries</a>",,"0","12/31/2025","12/31/2025",,,,,,,,,,,"Paul Reidy","0","28","Chad Abrahamson","Paul Reidy"
"Task","Brian Beth","Paul Reidy","Elgin, IL","BOD","3","EMEA Support","- Liz in UK next week to work with Alisha on IFAT planning, eComm, google ad work","On Track","50%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=29"">View Entries</a>",,"0","12/31/2025","4/1/2025",,,,,,,,,,,"Paul Reidy","0","29","Chad Abrahamson","Paul Reidy"
"Initiative","Ty Rhoad","Scott Myers","Elgin, IL","BOD","1","Casella Agreement","Sales Candidate in mind with experience at Casella.  Currently we have most of the Lids and Parts out of FG's Rochester location.  Need to focus on Eastern most locations.","Behind","25%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=30"">View Entries</a>",,"0","12/31/2025","7/1/2024",,,,,"$100,000",,,,,,"Scott Myers","0","30","Chad Abrahamson","Chad Abrahamson"
"Initiative","Ty Rhoad","Scott Myers","Elgin, IL","BOD","1","WIN Agreement","Will attack this once we have a NE Rep in place","Behind","25%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=31"">View Entries</a>",,"0","12/31/2025","12/31/2025",,,,,"$75,000",,,,,,"Scott Myers","0","31","Chad Abrahamson","Chad Abrahamson"
"Initiative","Ty Rhoad","Scott Myers","Elgin, IL","BOD","1","Republic","Good meeting with DN.  Progress on Power Units, Telematics, Service and Parts.  DN warned a second time about going over his head regarding controversial issues like the ETL certification.  He says he is looking into it.   Not getting the feeling he is as loyal to PRT as I originally thought.  AB doing a nice job of creating a local connection.  Asked Brian to find a path to Chris Stanford without upsetting Marc W.","On Track","75%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=32"">View Entries</a>",,"0","12/31/2025","12/31/2025",,,,,"$1,200,000",,,,,,"Scott Myers","0","32","Chad Abrahamson","Chad Abrahamson"
"Initiative","Ty Rhoad","Scott Myers","Elgin, IL","BOD","1","Private Label Compactors","Sample picked up today by PIW.  CCS and PIW engaged but being very cautious with start up and projections.  Not sure how big a priority this is for them.   They might be designing a head themselves.  PIW distracted with Truck Trailer business and CCS with consolidating facility and Tubs from PIW.","On Track","25%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=33"">View Entries</a>",,"0","12/31/2025","7/1/2024",,,,,"$300,000",,,,,,"Scott Myers","0","33","Chad Abrahamson","Chad Abrahamson"
"Initiative","Brian Beth","Ty Rhoad","Elgin, IL","BOD","1","Expand waste addressable market into other waste value chains (MRF, transfer stations, truck parts, landfill)","Concentration on Landfill needs - Working with WCN Portland DVP on tarp usage - replace 1 cell per year.  Working on specs of material ","On Track","50%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=34"">View Entries</a>",,"0","12/31/2025","12/31/2026",,,,,"$250,000",,,,,,"Ty Rhoad","0","34","Chad Abrahamson","Ty Rhoad"
"Initiative","Brian Beth","Ty Rhoad","Elgin, IL","BOD","1","Create ""Partner Allies"" at all customers including VP's and C-Suite","Dedicated leadership team to national accounts - 
Scott - WM
Parker - WCNX
Will - Republic
Brandon/Todd - GFL","On Track","50%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=35"">View Entries</a>",,"0","12/31/2025","12/31/2026",,,,,"$200,000",,,,,,"Ty Rhoad","0","35","Chad Abrahamson","Ty Rhoad"
"Initiative","Brian Beth","Ty Rhoad","Elgin, IL","BOD","1","Expand liquid Waste products sales into other geographic regions (NE,California&Canada)","Q1 - Results to Budget
(Cal, FL, Heartland, MidAtl, Midwest, NE)
$1.05M to 1.03M Budget","On Track","75%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=36"">View Entries</a>",,"0","12/31/2025","12/31/2026",,,,,"$300,000",,,,,,"Ty Rhoad","0","36","Chad Abrahamson","Ty Rhoad"
"Initiative","Brian Beth","Ty Rhoad","Elgin, IL","BOD","1","Gain significant share of down territories by analyzing need of regional depots","Northeast - not utilizing as should.  EE analyzing 
Florida - addition of Orlando depot to support organic growth
California - waiting on availability of stock of lids to move forward(Athens, WM, WCNX)
Canada - assessing customer demand  
","On Track","75%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=37"">View Entries</a>",,"0","12/31/2025","6/30/2026",,,,,"$500,000",,,,,,"Ty Rhoad","0","37","Chad Abrahamson","Ty Rhoad"
"Initiative","Brian Beth","Ty Rhoad","Elgin, IL","BOD","1","Develop and document sales process to be used across all businesses to assure consistent execution and accountability","Strategic Sales Plans being executed by Parts Teams
2026 KAs rolled out
2026 Salesforce Expectations rolled out
Sales Training on hold","On Track","50%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=38"">View Entries</a>",,"0","12/31/2025","5/31/2026",,,,,,,,,,,"Ty Rhoad","0","38","Chad Abrahamson","Ty Rhoad"
"Initiative","Brian Beth","Ty Rhoad","Elgin, IL","BOD","1","Obtain Service contracts for installation and warranty service with large compactor OEM's and Retail","Reset of Service Team - Rich moved to Ops role.
Jim Walker will ""help"" with relationships but no dedicated sales 
RSMs will take over day to day relationships ","On Track","50%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=39"">View Entries</a>",,"0","12/31/2025","6/30/2026",,,,,"$500,000",,,,,,"Ty Rhoad","0","39","Chad Abrahamson","Ty Rhoad"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","2","Service CX","8/4/2025: Working with Paul and Christina on improving phone tree. Working with Matt on CX/SC expectations.11.21 - Building initial view of structure","On Track","30%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=40"">View Entries</a>","Pending implementation of Service Cloud for SC (cases). Need to ID who could fill this role internally from current SC / Cx pool. ","0","12/31/2025","5/1/2026",,,,,,,,,,,"Matt Throumoulos","0","40","Chad Abrahamson","Matt Throumoulos"
"Initiative","Joe Stodola","Chad Abrahamson","All Facilities","BOD","1","Tableau to Salesforce Integration","SF custom object review done and data clean-up has begun.  New Account and Rep Homepage under development","Completed","100%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=41"">View Entries</a>","Finalize Account 360 Page and the Salesrep 360 Page","0","6/1/2025","11/1/2025","12/31/2025","1/30/2026",,,,,,,,,"Chad Abrahamson","0","41","Chad Abrahamson","Chad Abrahamson"
"Initiative","Ty Rhoad","Scott Myers","Elgin, IL","SM","1","WQ Caster RFP","Won $100k of the $1M.  Not scheduled to ship casters until after Q2 '25.","On Track","75%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=42"">View Entries</a>",,"0","12/31/2025","12/31/2025",,,,,"$100,000",,,,,,"Scott Myers","0","42","Chad Abrahamson","Chad Abrahamson"
"Initiative","Ty Rhoad","Scott Myers","Elgin, IL",,"1","Rumpke RFP","Got last Bottoms order.  SK making progress with relationship.  Michelle Stone still keeping her at arms length.  PU discorery call recently, with Engineering.  Dayton bottoms yesterday. UCP in AJ's hand, video from Rumpke sent.  No update on RFP.","On Track","25%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=43"">View Entries</a>",,"0","12/31/2025","12/31/2024",,,,,,,,,,,"Scott Myers","0","43","Chad Abrahamson","Chad Abrahamson"
"Initiative","Ty Rhoad","Scott Myers","Elgin, IL","SM","1","Sales Organization","Found our next Northeast RSM, offer extended as soon as approved. He will need 2 weeks, so targeting 11/25 or 12/2.  12/2 we have a big meeting with Thompson so it would be helpful to have him there to begin to learn the personalities.  Inside Sales next on docket ($5M budgeted for '25)","On Track","75%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=45"">View Entries</a>",,"0","12/31/2025","12/31/2025",,,,,,,,,,,"Scott Myers","0","45","Chad Abrahamson","Chad Abrahamson"
"Initiative","Brian Beth","Matt Throumoulos","IEG Service","BOD","2","DOT Compliance and Fuel Taxes","Jen has the HR side fully onboarded and the remaining fleet vehicle onboarding has been transitioned to MT and BC to complete with their teams.  10/24 - Limited POA filed; Mileage estimate completed, follow up w/ Fleetworthy on this week's call. 11/21 - All units updated in Fleetworthy, 2290 and HVUT filed. Verifying IFTA needs. ","Behind","75%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=46"">View Entries</a>","FMCSA documents complete and filed. Mary Schnick sending update to WI DOT. No ETA on WI registrations Kyle also working on registration updates for Tarp Depot units (trucks and trailers). 
","0","12/31/2025","10/1/2025",,,,,,,,,,,"Matt Throumoulos","0","46","Chad Abrahamson","Matt Throumoulos"
"Initiative","Joe Stodola","Chad Abrahamson","IEG Service","BOD","1","Parts Consolidation Service","Consolidate SP/S1 Class items under existing CO Class (Completed).  Adjust SF Code to allow for Tech Part Selection (Completed).  Physical Inv of each Truck (Underway).  New process dev and rollout for service parts (Underway).","Completed","100%","<a href=""https://iegna.sharepoint.com/sites/2023IEGStrategicPlan/_layouts/15/listform.aspx?ListId=%7BAABD4B8D%2D40C9%2D4BF0%2D9B14%2DB331E7F6E769%7D&PageType=4&ID=47"">View Entries</a>","Project transferred to Spoony for process review and training","Truck inv still appears incomplete","6/1/2025","2/27/2026","2/27/2026","2/13/2026",,,,,,,,,"Chad Abrahamson","0","47","Chad Abrahamson","Chad Abrahamson"
